,Company,Level,Location,Salary,Title
13,        MoneyLion,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
14,        Glu Mobile,mid_level,"San Bruno, CA",70000,Data Analyst
15,        Square,mid_level,"San Francisco, CA",70000,"Data Analyst, Square Capital"
16,        Scoot Networks,mid_level,"San Francisco, CA",70000,Data Analyst
17,        Google,mid_level,"San Francisco, CA 94124 (Bayview area)",70000,"Product Analyst, Data Science"
18,        GSN Games,mid_level,"San Francisco, CA 94118 (Inner Richmond area)",70000,"Senior Data Analyst, Central Analytics"
19,        Twitch,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,"Data Analyst, Advertising"
20,        Imperfect Produce,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
21,        Sutter Health,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Outcomes Data Analyst - Cancer Services
22,        Square,mid_level,"San Francisco, CA",70000,Compensation Analyst
23,        Square,mid_level,"San Francisco, CA",70000,"Analyst, Risk Strategy & Analytics"
24,        Twitter,mid_level,"San Francisco, CA",70000,People Systems Reporting Analyst
25,        Wish,mid_level,"San Francisco, CA",70000,Data Analyst
26,        Splunk,mid_level,"San Francisco, CA 94110 (Mission area)",70000,Operations Analyst
27,        Figure,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
28,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA",70000,Improvement Data Analyst
29,        Madison Reed,mid_level,"San Francisco, CA",70000,Data Analyst
30,        Wish,mid_level,"San Francisco, CA",70000,Risk Data Analyst
31,        Factspan Inc,mid_level,"San Francisco, CA",70000,Data Analyst @ San Francisco
32,        NESS USA INC,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
33,        Funding Circle US,mid_level,"San Francisco, CA",70000,"Data Analyst, Product"
34,        singular,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
35,        Uber,mid_level,"Alameda, CA",70000,"Strategy and Operations Analyst, Greenlight"
36,        Averna,mid_level,"San Francisco, CA 94111 (Financial District area)",70000,"Data Analyst - San Francisco Bay, California"
37,        Twitter,mid_level,"San Francisco, CA",70000,"Support Experience, CX Analyst"
38,        The North Face,mid_level,"San Francisco, CA 94107 (South Of Market area)",70000,The North Face: Forecasting Analyst
39,        Levi Strauss & Co.,mid_level,"San Francisco, CA 94124 (Bayview area)",70000,Product Development Operations Analyst
40,        Twitch,mid_level,"San Francisco, CA 94102 (Downtown area)",70000,"Data Analyst, Business Operations & International"
41,        Uber,mid_level,"San Francisco, CA 94107 (South Of Market area)",70000,Data Analyst - Aviation
42,        City & County of San Francisco,mid_level,"San Francisco, CA 94107 (South Of Market area)",70000,Administrative Analyst
43,        Dropbox,mid_level,"San Francisco, CA",70000,Digital Marketing Optimization Analyst
44,        Numerator,mid_level,"San Francisco, CA 94105 (Financial District area)",70000,Data Services Analyst
45,        Hearsay Social,mid_level,"San Jose, CA 95134 (North San Jose area)",70000,Sr. Data Analyst/Data Analyst
46,        Zeta Global,mid_level,"San Francisco, CA 94104 (Financial District area)",70000,Data Analyst
47,        Autodesk,mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
48,"        Triu Tek, Inc.",mid_level,"San Francisco, CA 94103 (South Of Market area)",70000,Data Analyst
49,        Fundbox,mid_level,"San Francisco, CA",70000,Data Analyst
50,        Square,,,,Supply Planning Analyst
51,        Square,,,,"Business Analyst, Account Management"
52,        Facebook,,,,"Data Analyst, Diversity Programs"
53,        G4S,,,,Intelligence and Investigations Analyst
54,        Farmland LP,,,,Financial Analyst
0,        Doctor On Demand,senior_level,"Emeryville, CA",70000,Senior Data Analyst
1,        Google,senior_level,"San Francisco, CA 94111 (Financial District area)",70000,People Partner
2,        Lawrence Berkeley National Laboratory,senior_level,"San Jose, CA",70000,"Business Systems Analyst (Environment, Health, and Safety)"
3,        SQA Solution Agency,senior_level,"San Francisco, CA 94102 (Downtown area)",70000,Business Systems Analyst III
4,        Prosper,senior_level,"San Ramon, CA",70000,Senior Data Scientist
5,        eBay Inc.,senior_level,"Sunnyvale, CA",70000,Data Modeler
6,        Canopy Health,senior_level,"San Francisco, CA 94107 (South Of Market area)",70000,Sr. Data Analyst
7,        Doctor On Demand,senior_level,"Mountain View, CA",70000,Senior Data Analyst
8,        IT America,senior_level,"San Francisco, CA",70000,Senior Data Analyst (F2F Interview)
9,        Rocksbox,senior_level,"San Jose, CA",70000,Senior Data Analyst
10,        Plexova,senior_level,"San Francisco, CA",70000,Sr. Data Analyst
11,        EPAM Systems,senior_level,"Redwood City, CA",70000,Senior Data Analyst
12,        HouseCanary,senior_level,"San Francisco, CA 94111 (Financial District area)",70000,Senior Data Analyst
13,        Google,senior_level,"San Francisco, CA",70000,Global Programs Analyst
14,        Insikt,senior_level,"Moffett Field, CA",70000,Senior Data Analyst/ Data Analyst
15,        Digital Dhara LLC,senior_level,"San Francisco, CA 94108 (Financial District area)",70000,Sr. Business Data Analyst
16,        Flexport,senior_level,"San Bruno, CA",70000,Head of Data
17,        Carrot Inc.,senior_level,"San Francisco, CA",70000,Senior Data Analyst
18,        BNP Paribas,senior_level,"San Francisco, CA",70000,Sr Data Analyst
19,        ADIKTEEV,senior_level,"San Francisco, CA",70000,Senior Data Analyst - Campaign Strategist
20,        National Aerospace Solutions,senior_level,"San Francisco, CA",70000,Data Analyst/Software Engineer - NFAC - 977
21,        Product Madness,senior_level,"San Francisco, CA",70000,Senior UA Analyst - Facebook
22,        YouTube,senior_level,"Foster City, CA",70000,"All-Source Analyst Lead, YouTube"
23,        Bank of the West,senior_level,"Mountain View, CA",70000,Sr Data Analyst
24,        University of California San Francisco Medical Cen...,senior_level,"San Jose, CA 95131 (North Valley area)",70000,Sr. Quality Analyst
25,        BOLD,senior_level,"San Francisco, CA 94105 (Financial District area)",70000,Senior Product Data Analyst
26,        Chartio,senior_level,"San Francisco, CA",70000,Head of The Data School
27,        University of California San Francisco Medical Cen...,senior_level,"Sunnyvale, CA",70000,Sr. Financial Analyst
28,"        Computer Enterprises, Inc. (CEI)",senior_level,"San Francisco, CA 94111 (Financial District area)",70000,Business Analyst - Workday
29,        Manage,senior_level,"San Francisco, CA",70000,Senior Data Analyst
30,        ASML,senior_level,"San Mateo, CA",70000,Sr. Data Analyst in Metrology and Lithography Applications
31,        Salesforce,senior_level,"San Francisco, CA",70000,"Analyst/Sr. Analyst, Sales Strategy & Operations - Mulesoft"
32,"        Gametime United, Inc.",senior_level,"Oakland, CA",70000,Senior Product Analyst
33,        Oath Inc,senior_level,"San Jose, CA",70000,Sr Data Analyst
34,        Levi Strauss & Co.,senior_level,"San Francisco, CA 94111 (Financial District area)",70000,"Senior Analyst, Strategy, Global Direct to Consumer"
35,        Zypmedia,senior_level,"Silicon Valley, CA",70000,Sr. Operations Analyst
36,        Rakuten Intelligence,senior_level,"Oakland, CA",70000,Senior Data Analyst
37,"        SquareTwo, Inc.",senior_level,"San Francisco, CA 94111 (Financial District area)",70000,"Senior Analyst, Analytics"
38,        Kaiser Permanente,senior_level,"San Francisco, CA 94103 (South Of Market area)",70000,Senior Financial Analyst
39,        Digital Dhara LLC,senior_level,"San Francisco, CA",70000,Business Analyst
40,        Time Warner,senior_level,"Sunnyvale, CA",70000,Sr. Publishing Analyst
41,        Continuum,senior_level,"San Francisco, CA",70000,Marketing Data / BI Analyst
42,        Stockwell,senior_level,"Campbell, CA 95008",70000,Senior Data Analyst
43,"        Williams-Sonoma, Inc.",senior_level,"Mountain View, CA 94039",70000,"Sr. Analyst, SEM"
44,        City & County of San Francisco,senior_level,"Sunnyvale, CA 94087",70000,Senior Human Resources Analyst
45,        The Mice Groups,senior_level,"San Francisco, CA 94108 (Financial District area)",70000,"Senior Data Analyst, Marketing"
46,        Elevate Services,senior_level,"Oakland, CA",70000,Business Analyst
47,        Instacart,senior_level,"San Francisco, CA",70000,"Sr. Analyst, Retail Insights"
48,        Skyline-ATS,senior_level,"San Francisco, CA 94102 (Downtown area)",70000,Salesforce Administrator/Analyst
49,        Intuit,senior_level,"San Francisco, CA 94111 (Financial District area)",70000,Staff Business Data Analyst
50,        Walmart eCommerce,,,,Staff Data Scientist
51,"        Multi Media, LLC.",,,,Senior Product Analyst
52,        Kaiser Permanente,,,,Financial Senior Analyst
53,        Cruise Automation,,,,Senior Product Analyst
54,        Getaround,,,,Senior Fraud Analyst
55,"        Williams-Sonoma, Inc.",,,,"Sr. Data Analyst, Marketing Operations"
0,        Atomwise,entry_level,"San Francisco, CA",75000,Business Analyst
1,        Lime,entry_level,"San Francisco, CA",75000,Business Analyst
2,        Codeforce360,entry_level,"Santa Clara, CA",75000,Data Analyst
3,        Lumentum Operations LLC,entry_level,"San Francisco, CA 94111 (Financial District area)",75000,Data Scientist Intern
4,"        Applied Research Works, Inc.",entry_level,"San Francisco, CA",75000,Customer Success Manager
5,        Aechelon Technology Inc.,entry_level,"San Francisco, CA",75000,Geospatial Analyst II
6,        Elite IT Professionals Inc,entry_level,"San Francisco, CA 94110 (Mission area)",75000,Data Analyst
7,        Deloitte,entry_level,"Sunnyvale, CA",75000,"Analyst, Strategy and Research"
8,        Kaiser Permanente,entry_level,"San Jose, CA",75000,"Consulting Data Analyst - SAS, SQL"
9,        Cardwell Beach,entry_level,"San Francisco, CA",75000,Remote Freelance Data Analyst
10,        University of California San Francisco,entry_level,"Sunnyvale, CA 94087",75000,Research Data Analyst
11,        University of California San Francisco,entry_level,"San Francisco, CA",75000,Registry Data Analyst
12,        Betabrand,entry_level,"San Francisco, CA 94103 (South Of Market area)",75000,Ecommerce Data Analyst
13,        Teladoc,entry_level,"San Francisco, CA",75000,Data Analyst
14,        Enexus Global,entry_level,"San Francisco, CA 94103 (South Of Market area)",75000,DATA ANALYST
15,        University of California San Francisco,entry_level,"San Francisco, CA",75000,Procurement Analyst
16,        Walmart eCommerce,entry_level,"Santa Clara, CA 95054",75000,Data Analyst 3
17,        University of California San Francisco,entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Financial Analyst
18,        Uber,entry_level,"San Francisco, CA",75000,Data Analyst
19,        HotelTonight,entry_level,"San Francisco, CA",75000,Data Analyst
20,        RiskIQ,entry_level,"Foster City, CA",75000,Data Scientist (San Francisco or Kansas City)
21,        Synapse Financial Technologies Inc,entry_level,"Brisbane, CA 94005",75000,Audits Analyst
22,        ServiceNow,entry_level,"San Francisco, CA",75000,Data & Insights Analyst Intern
23,        the San Francisco Giants,entry_level,"San Francisco, CA",75000,Sports Science Analyst
24,        FocusKPI Inc.,entry_level,"San Francisco, CA",75000,Data Analyst
25,        University of California San Francisco,entry_level,"San Francisco Bay Area, CA",75000,"Analyst, Maternal-Fetal Medicine"
26,        QuinStreet,entry_level,"San Jose, CA",75000,Junior Data Analyst
27,        CareDx,entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Analyst/Statistician
28,        University of California San Francisco,entry_level,"Santa Clara, CA",75000,Development Analyst
29,        University of California San Francisco Medical Cen...,entry_level,"San Francisco, CA",75000,Population Health Analyst
30,        Gigster,entry_level,"Palo Alto, CA",75000,Data Scientist
31,        R2 Global AI,entry_level,"San Francisco, CA",75000,Principle NLP Data Scientist
32,        Insistent technologies & consulting,entry_level,"San Francisco, CA",75000,Business Analyst (Analytics)
33,        Paypal,entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Scientist 1
34,        Byton,entry_level,"Cupertino, CA",75000,Supply Chain Data Analyst Intern
35,        University of California San Francisco,entry_level,"Sunnyvale, CA 94087",75000,Post Award Analyst
36,        Medline Industries,entry_level,"San Mateo, CA",75000,"Sales Analyst - Palo Alto, CA"
37,        Lennon Wright Associates,entry_level,"San Francisco, CA",75000,Data Scientist
38,        Plato HQ,entry_level,"San Francisco, CA 94105 (Financial District area)",75000,Data Analyst / Scientist [Full-time or intern)]
39,        SquareTrade,entry_level,"San Francisco, CA 94105 (Financial District area)",75000,Business Data Analyst
40,"        Security Industry Specialists, Inc.",entry_level,"Palo Alto, CA 94301 (Professorville area)",75000,Investigations Analyst
41,        Walmart Stores,entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Analyst 3
42,        NCSOFT,entry_level,"San Mateo, CA",75000,Game Data Analyst
43,        Blue Owl,entry_level,"San Jose, CA 95131 (North Valley area)",75000,Data Scientist - Insurance
44,        The State Bar of California,entry_level,"Petaluma, CA",75000,Program Coordinator - Mission Advancement
45,        Esurance,entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Scientist
46,        Criteo,entry_level,"Menlo Park, CA 94025",75000,"Data Analyst, Product Analytics & Data Science"
47,"        Jumpshot, Inc",entry_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Quality Analyst
48,        Roblox,entry_level,"San Francisco, CA",75000,Data Analyst-Growth
49,        Zensar Technologies,entry_level,"San Francisco, CA",75000,Business-Data Analyst
50,        Soligent,,,,Inventory and Pricing Analyst
51,        SquareTrade,,,,Financial Data Analyst
52,        Allstate,,,,Junior Data Scientist
53,        Premise,,,,Growth Operations Analyst
54,        Teespring,,,,Product Analyst
55,        University of California San Francisco,,,,Programmer Analyst
0,        Pathways Personnel,mid_level,"San Francisco, CA",75000,Quantitative Analyst
1,        Farmland LP,mid_level,"San Francisco, CA",75000,Financial Analyst
2,        Google,mid_level,"Mountain View, CA",75000,"Strategy and Analytics Associate, People Operations"
3,        Workers' Compensation Insurance Rating Bureau of California (WCIRB),mid_level,"San Francisco, CA",75000,Medical Data Research Analyst
4,        The RealReal,mid_level,"San Francisco, CA",75000,Senior Marketing Analyst
5,        Big Fish Games,mid_level,"San Jose, CA 95134 (North San Jose area)",75000,Data Analyst
6,        Uber,mid_level,"San Francisco, CA",75000,"Strategy and Operations Analyst, Greenlight"
7,        eSpark Learning,mid_level,"Sunnyvale, CA",75000,Data Analyst
8,        PAX Labs,mid_level,"San Francisco, CA 94118 (Inner Richmond area)",75000,Data Analyst
9,        Credit Sesame,mid_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Analyst
10,        BICP,mid_level,"San Francisco, CA 94102 (Downtown area)",75000,Data Analyst | Fortune 500 Retailer
11,        Vim,mid_level,"San Francisco, CA",75000,Data Analyst
12,"        Triu Tek, Inc.",mid_level,"San Francisco, CA",75000,Data Analyst
13,        Eaze,mid_level,"San Francisco, CA",75000,Data Analyst
14,        O2 Staffing,mid_level,"Sunnyvale, CA",75000,Data Analyst
15,        Sutter Health,mid_level,"San Francisco, CA",75000,Outcomes Data Analyst - Cancer Services
16,        San Francisco Giants,mid_level,"San Francisco, CA",75000,Data Scientist
17,        Dropbox,mid_level,"San Francisco, CA",75000,Data Analyst - Growth
18,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA",75000,Improvement Data Analyst
19,        MoneyLion,mid_level,"San Francisco, CA",75000,Data Analyst
20,        Chime,mid_level,"San Jose, CA",75000,Data Analyst
21,        Digital Bytes inc,mid_level,"San Francisco, CA",75000,Senior Data Analyst
22,        Averna,mid_level,"San Francisco, CA 94103 (South Of Market area)",75000,"Data Analyst - San Francisco Bay, California"
23,        Facebook,mid_level,"San Francisco, CA 94124 (Bayview area)",75000,"Data Analyst, Diversity Programs"
24,        Twitch,mid_level,"San Jose, CA 95134 (North San Jose area)",75000,"Data Analyst, Advertising"
25,        Twitch,mid_level,"Stanford, CA 94305",75000,"Data Analyst, Viewer Engagement"
26,        NESS USA INC,mid_level,"San Francisco, CA 94103 (South Of Market area)",75000,Data Analyst
27,        Compugra systems Inc.,mid_level,"San Francisco, CA 94102 (Downtown area)",75000,Data Analyst
28,        Glu Mobile,mid_level,"Sunnyvale, CA 94089",75000,Data Analyst
29,        Scoot Networks,mid_level,"Newark, CA",75000,Data Analyst
30,        Imperfect Produce,mid_level,"San Francisco, CA",75000,Data Analyst
31,"        Del Oro Consulting, Inc.",mid_level,"San Francisco, CA 94107 (South Of Market area)",75000,Data Analyst with Tableau / SQL
32,        Stanford University,mid_level,"Oakland, CA",75000,Associate Data Analyst
33,        Square,mid_level,"San Francisco, CA 94110 (Mission area)",75000,"Data Analyst, Square Capital"
34,        Dropbox,mid_level,"San Francisco, CA 94107 (South Of Market area)",75000,Product Analyst
35,        Juniper Networks,mid_level,"Redwood City, CA",75000,Data Analyst
36,        Lead5 Media,mid_level,"San Francisco, CA",75000,data analyst
37,        Factspan Inc,mid_level,"Sunnyvale, CA",75000,Data Analyst @ San Francisco
38,        Factspan Analytics,mid_level,"San Francisco, CA 94124 (Bayview area)",75000,Associate Analyst (OPT Students)
39,        University HealthCare Alliance,mid_level,"San Francisco, CA",75000,Healthcare Data Analyst
40,        Madison Reed,mid_level,"Menlo Park, CA",75000,Data Analyst
41,        the San Francisco Giants,mid_level,"San Francisco, CA",75000,Data Scientist
42,        Poshmark,mid_level,"San Francisco, CA",75000,Data QA Analyst
43,        Curology,mid_level,"San Jose, CA",75000,UA Data Analyst
44,        JFrog,mid_level,"Pleasanton, CA 94588",75000,Sales Data Analyst
45,        City & County of San Francisco,mid_level,"San Francisco, CA 94103 (South Of Market area)",75000,Administrative Analyst
46,        Figure,mid_level,"San Jose, CA 95110 (Downtown area)",75000,Data Analyst
47,"        Milestone Technologies, Inc.",mid_level,"Silicon Valley, CA",75000,Data Analyst II
48,        University of California San Francisco Medical Cen...,mid_level,"San Francisco, CA 94103 (South Of Market area)",75000,Data Governance Analyst
49,        Funding Circle US,mid_level,"Menlo Park, CA",75000,"Data Analyst, Product"
50,        Santa Clara Cnty Hsg Auth,,,,Housing Policy Analyst
51,        Albertsons Companies,,,,Loyalty Data Analyst
52,        ClassDojo,,,,Data Scientist
53,        City of San Jose,,,,Analyst I/II (Fiscal/Grants Management) Police Dept.
54,        Continuum,,,,Data Analyst
55,        Wish,,,,Risk Data Analyst
56,        Facebook,,,,"Data Analyst, Customer Operations"
0,        Doctor On Demand,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,Senior Data Analyst
1,        Lawrence Berkeley National Laboratory,senior_level,"San Jose, CA",75000,"Business Systems Analyst (Environment, Health, and Safety)"
2,        Google,senior_level,"San Ramon, CA",75000,People Partner
3,        Applied Underwriters,senior_level,"San Francisco, CA 94102 (Downtown area)",75000,Senior Actuarial Analyst
4,        SQA Solution Agency,senior_level,"San Francisco, CA 94107 (South Of Market area)",75000,Business Systems Analyst III
5,        Doctor On Demand,senior_level,"San Francisco, CA",75000,Senior Data Analyst
6,        IT America,senior_level,"Mountain View, CA",75000,Senior Data Analyst (F2F Interview)
7,        Plexova,senior_level,"San Francisco, CA",75000,Sr. Data Analyst
8,        Rocksbox,senior_level,"Sunnyvale, CA",75000,Senior Data Analyst
9,        HouseCanary,senior_level,"San Jose, CA",75000,Senior Data Analyst
10,        Flexport,senior_level,"San Bruno, CA",75000,Head of Data
11,        Google,senior_level,"Foster City, CA",75000,Global Programs Analyst
12,        Insikt,senior_level,"San Francisco, CA 94108 (Financial District area)",75000,Senior Data Analyst/ Data Analyst
13,        EPAM Systems,senior_level,"San Francisco, CA 94105 (Financial District area)",75000,Senior Data Analyst
14,        Digital Dhara LLC,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,Sr. Business Data Analyst
15,        YouTube,senior_level,"San Francisco, CA",75000,"All-Source Analyst Lead, YouTube"
16,"        Computer Enterprises, Inc. (CEI)",senior_level,"Moffett Field, CA",75000,Business Analyst - Workday
17,        Product Madness,senior_level,"San Francisco, CA",75000,Senior UA Analyst - Facebook
18,        Salesforce,senior_level,"San Francisco, CA",75000,"Analyst/Sr. Analyst, Sales Strategy & Operations - Mulesoft"
19,        Levi Strauss & Co.,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,"Senior Analyst, Strategy, Global Direct to Consumer"
20,        ADIKTEEV,senior_level,"San Francisco, CA",75000,Senior Data Analyst - Campaign Strategist
21,        National Aerospace Solutions,senior_level,"Redwood City, CA",75000,Data Analyst/Software Engineer - NFAC - 977
22,        Chartio,senior_level,"San Francisco, CA",75000,Head of The Data School
23,        BOLD,senior_level,"Mountain View, CA",75000,Senior Product Data Analyst
24,        BNP Paribas,senior_level,"Sunnyvale, CA",75000,Sr Data Analyst
25,        University of California San Francisco Medical Cen...,senior_level,"San Francisco, CA",75000,Sr. Financial Analyst
26,        Carrot Inc.,senior_level,"San Francisco, CA",75000,Senior Data Analyst
27,"        Gametime United, Inc.",senior_level,"San Jose, CA 95131 (North Valley area)",75000,Senior Product Analyst
28,        Manage,senior_level,"San Mateo, CA",75000,Senior Data Analyst
29,        Oath Inc,senior_level,"San Francisco, CA",75000,Sr Data Analyst
30,        Bank of the West,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,Sr Data Analyst
31,"        SquareTwo, Inc.",senior_level,"San Jose, CA",75000,"Senior Analyst, Analytics"
32,        ASML,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,Sr. Data Analyst in Metrology and Lithography Applications
33,        Rakuten Intelligence,senior_level,"Oakland, CA",75000,Senior Data Analyst
34,        Zypmedia,senior_level,"San Francisco, CA",75000,Sr. Operations Analyst
35,        Time Warner,senior_level,"Mountain View, CA 94039",75000,Sr. Publishing Analyst
36,        Digital Dhara LLC,senior_level,"San Francisco, CA 94111 (Financial District area)",75000,Business Analyst
37,"        Williams-Sonoma, Inc.",senior_level,"Oakland, CA",75000,"Sr. Analyst, SEM"
38,        Stockwell,senior_level,"San Francisco, CA 94108 (Financial District area)",75000,Senior Data Analyst
39,        The Mice Groups,senior_level,"San Francisco, CA 94103 (South Of Market area)",75000,"Senior Data Analyst, Marketing"
40,        Intuit,senior_level,"Sunnyvale, CA",75000,Staff Business Data Analyst
41,"        Williams-Sonoma, Inc.",senior_level,"San Francisco, CA",75000,Sr. Data Scientist
42,        Kaiser Permanente,senior_level,"San Francisco, CA 94107 (South Of Market area)",75000,Senior Financial Analyst
43,"        Multi Media, LLC.",senior_level,"Sunnyvale, CA 94087",75000,Senior Product Analyst
44,        City & County of San Francisco,senior_level,"Silicon Valley, CA",75000,Senior Human Resources Analyst
45,        Elevate Services,senior_level,"San Francisco, CA",75000,Business Analyst
46,        Instacart,senior_level,"San Francisco, CA 94103 (South Of Market area)",75000,"Sr. Analyst, Retail Insights"
47,        Okta,senior_level,"Santa Clara, CA 95054",75000,Sales Strategy & Operations: Analyst / Senior Analyst
48,        Walmart eCommerce,senior_level,"San Mateo, CA",75000,Staff Data Scientist
49,        Continuum,senior_level,"Oakland, CA",75000,Marketing Data / BI Analyst
50,        Cruise Automation,,,,Senior Product Analyst
51,        Quantcast,,,,Senior Product Analyst
52,        LumenData,,,,Senior Business Analyst
53,        Snowflake Computing,,,,Sr. Sales Strategy Analyst
54,        Kaiser Permanente,,,,Financial Senior Analyst
0,        Lime,entry_level,"San Francisco, CA",85000,Business Analyst
1,        Lumentum Operations LLC,entry_level,"San Francisco, CA",85000,Data Scientist Intern
2,        Paypal,entry_level,"Santa Clara, CA",85000,"Risk Analyst, Consumer Risk Services"
3,"        Applied Research Works, Inc.",entry_level,"San Jose, CA",85000,Customer Success Manager
4,        Blue Owl,entry_level,"San Francisco, CA 94110 (Mission area)",85000,Security Analyst
5,        ioMosaic Corporation,entry_level,"San Francisco, CA 94103 (South Of Market area)",85000,"Berkeley, CA - Safety and Risk Management Analyst"
6,        Elite IT Professionals Inc,entry_level,"San Francisco, CA",85000,Data Analyst
7,        Deloitte,entry_level,"San Francisco, CA 94107 (South Of Market area)",85000,"Analyst, Strategy and Research"
8,        Kaiser Permanente,entry_level,"San Francisco, CA 94103 (South Of Market area)",85000,"Consulting Data Analyst - SAS, SQL"
9,        Enexus Global,entry_level,"Santa Clara, CA",85000,DATA ANALYST
10,        Betabrand,entry_level,"San Francisco, CA",85000,Ecommerce Data Analyst
11,        Uber,entry_level,"San Jose, CA",85000,Data Analyst
12,        FocusKPI Inc.,entry_level,"San Francisco, CA 94107 (South Of Market area)",85000,Data Analyst
13,        the San Francisco Giants,entry_level,"San Francisco, CA 94107 (South Of Market area)",85000,Sports Science Analyst
14,        RiskIQ,entry_level,"Cupertino, CA",85000,Data Scientist (San Francisco or Kansas City)
15,        Byton,entry_level,"San Francisco, CA 94107 (South Of Market area)",85000,Supply Chain Data Analyst Intern
16,        University of California San Francisco,entry_level,"San Francisco, CA",85000,"Analyst, Maternal-Fetal Medicine"
17,        Insistent technologies & consulting,entry_level,"San Francisco, CA",85000,Business Analyst (Analytics)
18,        Paypal,entry_level,"San Francisco, CA",85000,Data Scientist 1
19,"        Jumpshot, Inc",entry_level,"San Francisco Bay Area, CA",85000,Data Quality Analyst
20,"        Security Industry Specialists, Inc.",entry_level,"San Francisco, CA 94105 (Financial District area)",85000,Investigations Analyst
21,        SquareTrade,entry_level,"Sunnyvale, CA",85000,Business Data Analyst
22,        Plato HQ,entry_level,"San Francisco, CA",85000,Data Analyst / Scientist [Full-time or intern)]
23,        Lennon Wright Associates,entry_level,"Palo Alto, CA 94301 (Professorville area)",85000,Data Scientist
24,        Gigster,entry_level,"Mountain View, CA",85000,Data Scientist
25,        R2 Global AI,entry_level,"San Francisco, CA",85000,Principle NLP Data Scientist
26,        JP Morgan Chase,entry_level,"Menlo Park, CA 94025",85000,CIB – Equity Research –Semiconductors – Analyst/Associate
27,        FocusKPI Inc.,entry_level,"San Francisco, CA",85000,Sales Data Analyst
28,        University of California San Francisco,entry_level,"Palo Alto, CA",85000,Programmer Analyst
29,        Criteo,entry_level,"San Francisco, CA 94111 (Financial District area)",85000,"Data Analyst, Product Analytics & Data Science"
30,        Manage,entry_level,"San Francisco, CA 94110 (Mission area)",85000,Data Analyst
31,        Blue Owl,entry_level,"San Francisco, CA 94105 (Financial District area)",85000,Data Scientist - Insurance
32,        Allstate,entry_level,"San Jose, CA 95131 (North Valley area)",85000,Junior Data Scientist
33,        Komodo Health,entry_level,"San Francisco, CA",85000,"Business Analyst, Office of the CEO and President"
34,        Akraya Inc.,entry_level,"San Francisco, CA",85000,Data Analyst: 19-00105
35,"        Williams-Sonoma, Inc.",entry_level,"San Francisco, CA",85000,"Data Analyst, Marketing Ops"
36,        Earnest,entry_level,"Palo Alto, CA 94301 (Professorville area)",85000,Portfolio Quantitative Analyst
37,        Esurance,entry_level,"San Francisco, CA 94111 (Financial District area)",85000,Data Scientist
38,        Paypal,entry_level,"San Francisco, CA 94103 (South Of Market area)",85000,Data Analyst Intern
39,        Skillz Inc.,entry_level,"San Francisco, CA",85000,Product Analyst
40,        Lennon Wright Associates,entry_level,"San Francisco, CA",85000,Data Scientist - AI - San Francisco
41,        Fivestars,entry_level,"San Francisco, CA 94114 (Castro-Upper Market area)",85000,Business Analyst- Payment Operations
42,        Criteo,entry_level,"San Francisco, CA",85000,"Data Analyst, Product Analytics & Data Science, Product"
43,"        Williams-Sonoma, Inc.",entry_level,"San Francisco, CA",85000,Supply Chain Coordinator - Pottery Barn
44,        Uber,entry_level,"San Francisco, CA",85000,Data Analyst - Strategic Finance
45,        Yelp,entry_level,"San Francisco, CA",85000,"Analyst, Business Operations & Strategy"
46,        Paradigm,entry_level,"San Francisco, CA 94105 (Financial District area)",85000,Data Scientist
47,        Lyric,entry_level,"San Bruno, CA",85000,Real Estate Analyst
48,        Lennon Wright Associates,entry_level,"San Francisco, CA",85000,Data Scientist Engineer
49,        Allscripts,entry_level,"San Francisco, CA",85000,Health Care Research Analyst
50,        Nextdoor,,,,Data Scientist - Intern
51,        University of California San Francisco,,,,Business Systems Analyst
52,        Visa,,,,Operational Excellence & Change Management Analyst
53,        YouTube,,,,"Business Analyst, YouTube Trust and Safety"
54,        Varo Money,,,,Data Scientist
55,        N3TWORK,,,,Quantitative Advertising Analyst
0,        Pathways Personnel,mid_level,"San Francisco, CA 94102 (Downtown area)",85000,Quantitative Analyst
